Airline,Flight Number,Source City,Departure Time,Number of Stops,Arrival Time,Destination City,Duration (Minutes),Price
Norse Atlantic Airways (UK),712,Los Angeles,2024-07-21T16:30:00,0,2024-07-22T10:55:00,London,625,$236
Virgin Atlantic,8,Los Angeles,2024-07-21T15:55:00,0,2024-07-22T10:15:00,London,620,$608
British Airways,1509,Los Angeles,2024-07-21T14:30:00,0,2024-07-22T09:00:00,London,630,$609
British Airways,268,Los Angeles,2024-07-21T19:40:00,0,2024-07-22T14:00:00,London,620,$609
Virgin Atlantic,142,Los Angeles,2024-07-21T19:10:00,0,2024-07-22T13:30:00,London,620,$608
Delta,5978,Los Angeles,2024-07-21T15:55:00,0,2024-07-22T10:15:00,London,620,$608
British Airways,1604,Los Angeles,2024-07-21T18:20:00,0,2024-07-22T12:50:00,London,630,$609
Virgin Atlantic,24,Los Angeles,2024-07-21T22:55:00,0,2024-07-22T17:15:00,London,620,$608
British Airways,1613,Los Angeles,2024-07-21T21:35:00,0,2024-07-22T16:05:00,London,630,$609
Delta,5925,Los Angeles,2024-07-21T19:10:00,0,2024-07-22T13:30:00,London,620,$608
Norse Atlantic Airways (UK),712,Los Angeles,2024-07-22T16:30:00,0,2024-07-23T10:55:00,London,625,$236
British Airways,282,Los Angeles,2024-07-22T15:50:00,0,2024-07-23T10:10:00,London,620,$611
Virgin Atlantic,8,Los Angeles,2024-07-22T15:55:00,0,2024-07-23T10:15:00,London,620,$608
British Airways,1509,Los Angeles,2024-07-22T14:30:00,0,2024-07-23T09:00:00,London,630,$611
British Airways,280,Los Angeles,2024-07-22T17:10:00,0,2024-07-23T11:30:00,London,620,$611
Virgin Atlantic,142,Los Angeles,2024-07-22T19:10:00,0,2024-07-23T13:30:00,London,620,$608
British Airways,268,Los Angeles,2024-07-22T19:40:00,0,2024-07-23T14:00:00,London,620,$611
Virgin Atlantic,24,Los Angeles,2024-07-22T22:55:00,0,2024-07-23T17:15:00,London,620,$608
Delta,5978,Los Angeles,2024-07-22T15:55:00,0,2024-07-23T10:15:00,London,620,$608
British Airways,1604,Los Angeles,2024-07-22T18:20:00,0,2024-07-23T12:50:00,London,630,$611
British Airways,282,Los Angeles,2024-07-23T15:50:00,0,2024-07-24T10:10:00,London,620,$608
British Airways,268,Los Angeles,2024-07-23T19:40:00,0,2024-07-24T14:00:00,London,620,$608
British Airways,280,Los Angeles,2024-07-23T17:10:00,0,2024-07-24T11:30:00,London,620,$608
Virgin Atlantic,142,Los Angeles,2024-07-23T19:10:00,0,2024-07-24T13:30:00,London,620,$608
Virgin Atlantic,8,Los Angeles,2024-07-23T15:55:00,0,2024-07-24T10:15:00,London,620,$608
Virgin Atlantic,24,Los Angeles,2024-07-23T22:55:00,0,2024-07-24T17:15:00,London,620,$608
British Airways,1604,Los Angeles,2024-07-23T18:20:00,0,2024-07-24T12:50:00,London,630,$608
Delta,5978,Los Angeles,2024-07-23T15:55:00,0,2024-07-24T10:15:00,London,620,$608
Delta,5925,Los Angeles,2024-07-23T19:10:00,0,2024-07-24T13:30:00,London,620,$608
American Airlines,6983,Los Angeles,2024-07-23T19:40:00,0,2024-07-24T14:00:00,London,620,$608
British Airways,268,Los Angeles,2024-07-24T19:40:00,0,2024-07-25T14:00:00,London,620,$608
British Airways,1509,Los Angeles,2024-07-24T14:30:00,0,2024-07-25T09:00:00,London,630,$608
British Airways,1604,Los Angeles,2024-07-24T18:20:00,0,2024-07-25T12:50:00,London,630,$608
British Airways,1613,Los Angeles,2024-07-24T21:35:00,0,2024-07-25T16:05:00,London,630,$608
Norse Atlantic Airways (UK),712,Los Angeles,2024-07-24T16:30:00,0,2024-07-25T10:55:00,London,625,$564
American Airlines,6983,Los Angeles,2024-07-24T19:40:00,0,2024-07-25T14:00:00,London,620,$608
Alaska Airlines,8036,Los Angeles,2024-07-24T14:30:00,0,2024-07-25T09:00:00,London,630,$598
Alaska Airlines,8034,Los Angeles,2024-07-24T18:20:00,0,2024-07-25T12:50:00,London,630,$598
Alaska Airlines,8038,Los Angeles,2024-07-24T21:35:00,0,2024-07-25T16:05:00,London,630,$598
American Airlines,134,Los Angeles,2024-07-24T18:20:00,0,2024-07-25T12:50:00,London,630,$608
Norse Atlantic Airways (UK),712,Los Angeles,2024-07-25T16:30:00,0,2024-07-26T10:55:00,London,625,$575
Virgin Atlantic,8,Los Angeles,2024-07-25T15:55:00,0,2024-07-26T10:15:00,London,620,$658
Delta,5978,Los Angeles,2024-07-25T15:55:00,0,2024-07-26T10:15:00,London,620,$658
British Airways,1604,Los Angeles,2024-07-25T18:20:00,0,2024-07-26T12:50:00,London,630,$712
Virgin Atlantic,142,Los Angeles,2024-07-25T19:10:00,0,2024-07-26T13:30:00,London,620,$728
Lufthansa,9343,Los Angeles,2024-07-25T17:00:00,0,2024-07-26T11:25:00,London,625,$678
British Airways,1613,Los Angeles,2024-07-25T21:35:00,0,2024-07-26T16:05:00,London,630,$712
British Airways,1509,Los Angeles,2024-07-25T14:30:00,0,2024-07-26T09:00:00,London,630,$712
Lufthansa,9336,Los Angeles,2024-07-25T13:00:00,0,2024-07-26T07:25:00,London,625,$678
Virgin Atlantic,24,Los Angeles,2024-07-25T22:55:00,0,2024-07-26T17:15:00,London,620,$728
Norse Atlantic Airways (UK),712,Los Angeles,2024-07-26T16:30:00,0,2024-07-27T10:55:00,London,625,$296
Virgin Atlantic,8,Los Angeles,2024-07-26T15:55:00,0,2024-07-27T10:15:00,London,620,$658
Delta,5978,Los Angeles,2024-07-26T15:55:00,0,2024-07-27T10:15:00,London,620,$658
British Airways,280,Los Angeles,2024-07-26T17:10:00,0,2024-07-27T11:30:00,London,620,$710
British Airways,282,Los Angeles,2024-07-26T15:50:00,0,2024-07-27T10:10:00,London,620,$710
British Airways,1613,Los Angeles,2024-07-26T21:35:00,0,2024-07-27T16:05:00,London,630,$710
Virgin Atlantic,142,Los Angeles,2024-07-26T19:10:00,0,2024-07-27T13:30:00,London,620,$728
British Airways,1604,Los Angeles,2024-07-26T18:20:00,0,2024-07-27T12:50:00,London,630,$710
Virgin Atlantic,24,Los Angeles,2024-07-26T22:55:00,0,2024-07-27T17:15:00,London,620,$728
British Airways,1509,Los Angeles,2024-07-26T14:30:00,0,2024-07-27T09:00:00,London,630,$710
Norse Atlantic Airways (UK),712,Los Angeles,2024-07-27T16:30:00,0,2024-07-28T10:55:00,London,625,$296
Virgin Atlantic,8,Los Angeles,2024-07-27T15:55:00,0,2024-07-28T10:15:00,London,620,$509
Virgin Atlantic,142,Los Angeles,2024-07-27T19:10:00,0,2024-07-28T13:30:00,London,620,$509
Delta,5978,Los Angeles,2024-07-27T15:55:00,0,2024-07-28T10:15:00,London,620,$509
Virgin Atlantic,24,Los Angeles,2024-07-27T22:55:00,0,2024-07-28T17:15:00,London,620,$509
Delta,5925,Los Angeles,2024-07-27T19:10:00,0,2024-07-28T13:30:00,London,620,$509
Delta,5976,Los Angeles,2024-07-27T22:55:00,0,2024-07-28T17:15:00,London,620,$509
Virgin Atlantic,4103,Los Angeles,2024-07-27T13:09:00,1,2024-07-28T09:50:00,London,761,$513
Delta,2606,Los Angeles,2024-07-27T13:09:00,1,2024-07-28T09:50:00,London,761,$513
Virgin Atlantic,3382,Los Angeles,2024-07-27T22:20:00,1,2024-07-28T20:10:00,London,830,$463
Norse Atlantic Airways (UK),712,Los Angeles,2024-07-28T16:30:00,0,2024-07-29T10:55:00,London,625,$347
British Airways,280,Los Angeles,2024-07-28T17:10:00,0,2024-07-29T11:30:00,London,620,$681
Iberia,7438,Los Angeles,2024-07-28T17:10:00,0,2024-07-29T11:30:00,London,620,$609
British Airways,268,Los Angeles,2024-07-28T19:40:00,0,2024-07-29T14:00:00,London,620,$681
British Airways,1509,Los Angeles,2024-07-28T14:30:00,0,2024-07-29T09:00:00,London,630,$684
Iberia,4237,Los Angeles,2024-07-28T14:30:00,0,2024-07-29T09:00:00,London,630,$609
Iberia,7428,Los Angeles,2024-07-28T19:40:00,0,2024-07-29T14:00:00,London,620,$609
British Airways,1604,Los Angeles,2024-07-28T18:20:00,0,2024-07-29T12:50:00,London,630,$684
Iberia,4262,Los Angeles,2024-07-28T18:20:00,0,2024-07-29T12:50:00,London,630,$609
British Airways,1613,Los Angeles,2024-07-28T21:35:00,0,2024-07-29T16:05:00,London,630,$684
Norse Atlantic Airways (UK),712,Los Angeles,2024-07-29T16:30:00,0,2024-07-30T10:55:00,London,625,$307
British Airways,282,Los Angeles,2024-07-29T15:50:00,0,2024-07-30T10:10:00,London,620,$608
Virgin Atlantic,8,Los Angeles,2024-07-29T15:55:00,0,2024-07-30T10:15:00,London,620,$608
British Airways,280,Los Angeles,2024-07-29T17:10:00,0,2024-07-30T11:30:00,London,620,$608
British Airways,268,Los Angeles,2024-07-29T19:40:00,0,2024-07-30T14:00:00,London,620,$608
Virgin Atlantic,142,Los Angeles,2024-07-29T19:10:00,0,2024-07-30T13:30:00,London,620,$608
Delta,5978,Los Angeles,2024-07-29T15:55:00,0,2024-07-30T10:15:00,London,620,$608
Virgin Atlantic,24,Los Angeles,2024-07-29T22:55:00,0,2024-07-30T17:15:00,London,620,$608
American Airlines,6935,Los Angeles,2024-07-29T15:50:00,0,2024-07-30T10:10:00,London,620,$608
Alaska Airlines,8036,Los Angeles,2024-07-29T14:30:00,0,2024-07-30T09:00:00,London,630,$597
British Airways,268,Los Angeles,2024-07-30T19:40:00,0,2024-07-31T14:00:00,London,620,$681
British Airways,280,Los Angeles,2024-07-30T17:10:00,0,2024-07-31T11:30:00,London,620,$681
Iberia,7438,Los Angeles,2024-07-30T17:10:00,0,2024-07-31T11:30:00,London,620,$611
Iberia,7428,Los Angeles,2024-07-30T19:40:00,0,2024-07-31T14:00:00,London,620,$611
British Airways,1509,Los Angeles,2024-07-30T14:30:00,0,2024-07-31T09:00:00,London,630,$684
British Airways,1604,Los Angeles,2024-07-30T18:20:00,0,2024-07-31T12:50:00,London,630,$684
Iberia,4262,Los Angeles,2024-07-30T18:20:00,0,2024-07-31T12:50:00,London,630,$611
Iberia,4237,Los Angeles,2024-07-30T14:30:00,0,2024-07-31T09:00:00,London,630,$611
British Airways,1613,Los Angeles,2024-07-30T21:35:00,0,2024-07-31T16:05:00,London,630,$684
Iberia,4819,Los Angeles,2024-07-30T21:35:00,0,2024-07-31T16:05:00,London,630,$611
Virgin Atlantic,142,Los Angeles,2024-07-31T19:10:00,0,2024-08-01T13:30:00,London,620,$608
Virgin Atlantic,8,Los Angeles,2024-07-31T15:55:00,0,2024-08-01T10:15:00,London,620,$608
Virgin Atlantic,24,Los Angeles,2024-07-31T22:55:00,0,2024-08-01T17:15:00,London,620,$608
Delta,5978,Los Angeles,2024-07-31T15:55:00,0,2024-08-01T10:15:00,London,620,$608
Delta,5925,Los Angeles,2024-07-31T19:10:00,0,2024-08-01T13:30:00,London,620,$608
Norse Atlantic Airways (UK),712,Los Angeles,2024-07-31T16:30:00,0,2024-08-01T10:55:00,London,625,$576
Delta,5976,Los Angeles,2024-07-31T22:55:00,0,2024-08-01T17:15:00,London,620,$608
Iberia,7428,Los Angeles,2024-07-31T19:40:00,0,2024-08-01T14:00:00,London,620,$608
Iberia,4262,Los Angeles,2024-07-31T18:20:00,0,2024-08-01T12:50:00,London,630,$608
Iberia,4237,Los Angeles,2024-07-31T14:30:00,0,2024-08-01T09:00:00,London,630,$608
Norse Atlantic Airways (UK),712,Los Angeles,2024-08-01T16:30:00,0,2024-08-02T10:55:00,London,625,$563
United,923,Los Angeles,2024-08-01T17:00:00,0,2024-08-02T11:25:00,London,625,$628
United,231,Los Angeles,2024-08-01T13:00:00,0,2024-08-02T07:25:00,London,625,$628
Virgin Atlantic,142,Los Angeles,2024-08-01T19:10:00,0,2024-08-02T13:30:00,London,620,$658
Virgin Atlantic,8,Los Angeles,2024-08-01T15:55:00,0,2024-08-02T10:15:00,London,620,$658
Virgin Atlantic,24,Los Angeles,2024-08-01T22:55:00,0,2024-08-02T17:15:00,London,620,$658
Delta,5925,Los Angeles,2024-08-01T19:10:00,0,2024-08-02T13:30:00,London,620,$658
Delta,5978,Los Angeles,2024-08-01T15:55:00,0,2024-08-02T10:15:00,London,620,$658
Delta,5976,Los Angeles,2024-08-01T22:55:00,0,2024-08-02T17:15:00,London,620,$658
British Airways,268,Los Angeles,2024-08-01T19:40:00,0,2024-08-02T14:00:00,London,620,$708
Norse Atlantic Airways (UK),712,Los Angeles,2024-08-02T16:30:00,0,2024-08-03T10:55:00,London,625,$337
British Airways,268,Los Angeles,2024-08-02T19:40:00,0,2024-08-03T14:00:00,London,620,$791
British Airways,1613,Los Angeles,2024-08-02T21:35:00,0,2024-08-03T16:05:00,London,630,$785
British Airways,282,Los Angeles,2024-08-02T15:50:00,0,2024-08-03T10:10:00,London,620,$791
Iberia,7428,Los Angeles,2024-08-02T19:40:00,0,2024-08-03T14:00:00,London,620,$711
British Airways,1604,Los Angeles,2024-08-02T18:20:00,0,2024-08-03T12:50:00,London,630,$785
British Airways,1509,Los Angeles,2024-08-02T14:30:00,0,2024-08-03T09:00:00,London,630,$785
Iberia,4819,Los Angeles,2024-08-02T21:35:00,0,2024-08-03T16:05:00,London,630,$711
Iberia,4262,Los Angeles,2024-08-02T18:20:00,0,2024-08-03T12:50:00,London,630,$711
Iberia,4237,Los Angeles,2024-08-02T14:30:00,0,2024-08-03T09:00:00,London,630,$711
Norse Atlantic Airways (UK),712,Los Angeles,2024-08-03T16:30:00,0,2024-08-04T10:55:00,London,625,$356
British Airways,1509,Los Angeles,2024-08-03T14:30:00,0,2024-08-04T09:00:00,London,630,$791
British Airways,268,Los Angeles,2024-08-03T19:40:00,0,2024-08-04T14:00:00,London,620,$795
Iberia,4237,Los Angeles,2024-08-03T14:30:00,0,2024-08-04T09:00:00,London,630,$708
Iberia,7428,Los Angeles,2024-08-03T19:40:00,0,2024-08-04T14:00:00,London,620,$708
British Airways,1604,Los Angeles,2024-08-03T18:20:00,0,2024-08-04T12:50:00,London,630,$791
Iberia,4262,Los Angeles,2024-08-03T18:20:00,0,2024-08-04T12:50:00,London,630,$708
British Airways,1613,Los Angeles,2024-08-03T21:35:00,0,2024-08-04T16:05:00,London,630,$791
Iberia,4819,Los Angeles,2024-08-03T21:35:00,0,2024-08-04T16:05:00,London,630,$708
Iberia,7440,Los Angeles,2024-08-03T15:50:00,0,2024-08-04T10:10:00,London,620,$758
Norse Atlantic Airways (UK),712,Los Angeles,2024-08-04T16:30:00,0,2024-08-05T10:55:00,London,625,$336
Virgin Atlantic,8,Los Angeles,2024-08-04T15:55:00,0,2024-08-05T10:15:00,London,620,$608
Virgin Atlantic,142,Los Angeles,2024-08-04T19:10:00,0,2024-08-05T13:30:00,London,620,$608
British Airways,1509,Los Angeles,2024-08-04T14:30:00,0,2024-08-05T09:00:00,London,630,$611
British Airways,268,Los Angeles,2024-08-04T19:40:00,0,2024-08-05T14:00:00,London,620,$611
British Airways,1604,Los Angeles,2024-08-04T18:20:00,0,2024-08-05T12:50:00,London,630,$611
Virgin Atlantic,24,Los Angeles,2024-08-04T22:55:00,0,2024-08-05T17:15:00,London,620,$608
British Airways,1613,Los Angeles,2024-08-04T21:35:00,0,2024-08-05T16:05:00,London,630,$611
Lufthansa,9336,Los Angeles,2024-08-04T13:00:00,0,2024-08-05T07:25:00,London,625,$628
British Airways,280,Los Angeles,2024-08-04T17:10:00,0,2024-08-05T11:30:00,London,620,$682
Norse Atlantic Airways (UK),712,Los Angeles,2024-08-05T16:30:00,0,2024-08-06T10:55:00,London,625,$331
British Airways,280,Los Angeles,2024-08-05T17:10:00,0,2024-08-06T11:30:00,London,620,$458
British Airways,268,Los Angeles,2024-08-05T19:40:00,0,2024-08-06T14:00:00,London,620,$458
British Airways,1509,Los Angeles,2024-08-05T14:30:00,0,2024-08-06T09:00:00,London,630,$458
British Airways,1604,Los Angeles,2024-08-05T18:20:00,0,2024-08-06T12:50:00,London,630,$458
American Airlines,6991,Los Angeles,2024-08-05T17:10:00,0,2024-08-06T11:30:00,London,620,$459
British Airways,1613,Los Angeles,2024-08-05T21:35:00,0,2024-08-06T16:05:00,London,630,$458
American Airlines,6983,Los Angeles,2024-08-05T19:40:00,0,2024-08-06T14:00:00,London,620,$459
United,231,Los Angeles,2024-08-05T13:00:00,0,2024-08-06T07:25:00,London,625,$459
United,923,Los Angeles,2024-08-05T17:00:00,0,2024-08-06T11:25:00,London,625,$459
British Airways,280,Los Angeles,2024-08-06T17:10:00,0,2024-08-07T11:30:00,London,620,$459
British Airways,268,Los Angeles,2024-08-06T19:40:00,0,2024-08-07T14:00:00,London,620,$458
British Airways,1509,Los Angeles,2024-08-06T14:20:00,0,2024-08-07T09:00:00,London,640,$458
British Airways,1604,Los Angeles,2024-08-06T18:05:00,0,2024-08-07T12:50:00,London,645,$458
British Airways,1613,Los Angeles,2024-08-06T21:25:00,0,2024-08-07T16:05:00,London,640,$458
Alaska Airlines,8036,Los Angeles,2024-08-06T14:20:00,0,2024-08-07T09:00:00,London,640,$459
Alaska Airlines,8034,Los Angeles,2024-08-06T18:05:00,0,2024-08-07T12:50:00,London,645,$459
Alaska Airlines,8038,Los Angeles,2024-08-06T21:25:00,0,2024-08-07T16:05:00,London,640,$459
Iberia,7438,Los Angeles,2024-08-06T17:10:00,0,2024-08-07T11:30:00,London,620,$459
Iberia,7428,Los Angeles,2024-08-06T19:40:00,0,2024-08-07T14:00:00,London,620,$459
Norse Atlantic Airways (UK),712,Los Angeles,2024-08-07T16:30:00,0,2024-08-08T10:55:00,London,625,$392
Iberia,4237,Los Angeles,2024-08-07T14:20:00,0,2024-08-08T09:00:00,London,640,$608
British Airways,1509,Los Angeles,2024-08-07T14:20:00,0,2024-08-08T09:00:00,London,640,$678
Iberia,4262,Los Angeles,2024-08-07T18:05:00,0,2024-08-08T12:50:00,London,645,$608
British Airways,1613,Los Angeles,2024-08-07T21:25:00,0,2024-08-08T16:05:00,London,640,$678
Iberia,4819,Los Angeles,2024-08-07T21:25:00,0,2024-08-08T16:05:00,London,640,$608
British Airways,1604,Los Angeles,2024-08-07T18:05:00,0,2024-08-08T12:50:00,London,645,$678
Finnair,4092,Los Angeles,2024-08-07T21:25:00,0,2024-08-08T16:05:00,London,640,$673
Iberia,7428,Los Angeles,2024-08-07T19:40:00,0,2024-08-08T14:00:00,London,620,$678
Iberia,7440,Los Angeles,2024-08-07T15:50:00,0,2024-08-08T10:10:00,London,620,$678
LEVEL,9794,Los Angeles,2024-08-08T19:55:00,1,2024-08-09T19:45:00,London,950,$455
Iberia,7428,Los Angeles,2024-08-08T19:40:00,0,2024-08-09T14:00:00,London,620,$712
Iberia,7438,Los Angeles,2024-08-08T17:10:00,0,2024-08-09T11:30:00,London,620,$712
Iberia,4262,Los Angeles,2024-08-08T18:05:00,0,2024-08-09T12:50:00,London,645,$712
Iberia,4819,Los Angeles,2024-08-08T21:25:00,0,2024-08-09T16:05:00,London,640,$712
Iberia,4237,Los Angeles,2024-08-08T14:20:00,0,2024-08-09T09:00:00,London,640,$712
Iberia,7440,Los Angeles,2024-08-08T15:50:00,0,2024-08-09T10:10:00,London,620,$763
SWISS,41,Los Angeles,2024-08-08T19:40:00,1,2024-08-09T17:35:00,London,835,$695
Iberia,4826,Los Angeles,2024-08-08T15:30:00,1,2024-08-09T12:45:00,London,795,$716
Iberia,4459,Los Angeles,2024-08-08T10:35:00,1,2024-08-09T08:00:00,London,805,$716
Norse Atlantic Airways (UK),712,Los Angeles,2024-08-09T16:30:00,0,2024-08-10T10:55:00,London,625,$337
Virgin Atlantic,24,Los Angeles,2024-08-09T22:55:00,0,2024-08-10T17:15:00,London,620,$658
Virgin Atlantic,8,Los Angeles,2024-08-09T15:55:00,0,2024-08-10T10:15:00,London,620,$658
Delta,5978,Los Angeles,2024-08-09T15:55:00,0,2024-08-10T10:15:00,London,620,$658
Delta,5976,Los Angeles,2024-08-09T22:55:00,0,2024-08-10T17:15:00,London,620,$658
British Airways,280,Los Angeles,2024-08-09T17:10:00,0,2024-08-10T11:30:00,London,620,$712
British Airways,282,Los Angeles,2024-08-09T15:50:00,0,2024-08-10T10:10:00,London,620,$712
Virgin Atlantic,142,Los Angeles,2024-08-09T19:10:00,0,2024-08-10T13:30:00,London,620,$728
British Airways,1613,Los Angeles,2024-08-09T21:25:00,0,2024-08-10T16:05:00,London,640,$712
Lufthansa,9336,Los Angeles,2024-08-09T13:00:00,0,2024-08-10T07:25:00,London,625,$678
Norse Atlantic Airways (UK),712,Los Angeles,2024-08-10T16:30:00,0,2024-08-11T10:55:00,London,625,$337
Iberia,4237,Los Angeles,2024-08-10T14:20:00,0,2024-08-11T09:00:00,London,640,$712
Iberia,7440,Los Angeles,2024-08-10T15:50:00,0,2024-08-11T10:10:00,London,620,$763
Iberia,4262,Los Angeles,2024-08-10T18:05:00,0,2024-08-11T12:50:00,London,645,$712
Iberia,7438,Los Angeles,2024-08-10T17:10:00,0,2024-08-11T11:30:00,London,620,$763
Iberia,4819,Los Angeles,2024-08-10T21:25:00,0,2024-08-11T16:05:00,London,640,$712
Iberia,7428,Los Angeles,2024-08-10T19:40:00,0,2024-08-11T14:00:00,London,620,$763
Iberia,4826,Los Angeles,2024-08-10T15:30:00,1,2024-08-11T12:45:00,London,795,$716
Iberia,4459,Los Angeles,2024-08-10T10:35:00,1,2024-08-11T08:00:00,London,805,$716
Iberia,4703,Los Angeles,2024-08-10T18:30:00,1,2024-08-11T15:35:00,London,785,$767
Norse Atlantic Airways (UK),712,Los Angeles,2024-08-11T16:30:00,0,2024-08-12T10:55:00,London,625,$336
Virgin Atlantic,8,Los Angeles,2024-08-11T15:55:00,0,2024-08-12T10:15:00,London,620,$459
Virgin Atlantic,142,Los Angeles,2024-08-11T19:10:00,0,2024-08-12T13:30:00,London,620,$459
Delta,5978,Los Angeles,2024-08-11T15:55:00,0,2024-08-12T10:15:00,London,620,$459
Virgin Atlantic,24,Los Angeles,2024-08-11T22:55:00,0,2024-08-12T17:15:00,London,620,$459
Delta,5925,Los Angeles,2024-08-11T19:10:00,0,2024-08-12T13:30:00,London,620,$459
Delta,5976,Los Angeles,2024-08-11T22:55:00,0,2024-08-12T17:15:00,London,620,$459
Virgin Atlantic,5182,Los Angeles,2024-08-11T15:45:00,1,2024-08-12T13:15:00,London,810,$463
Virgin Atlantic,1738,Los Angeles,2024-08-11T09:35:00,1,2024-08-12T06:45:00,London,790,$463
Delta,494,Los Angeles,2024-08-11T09:35:00,1,2024-08-12T06:45:00,London,790,$463
Virgin Atlantic,8,Los Angeles,2024-08-12T15:55:00,0,2024-08-13T10:15:00,London,620,$608
Virgin Atlantic,142,Los Angeles,2024-08-12T19:10:00,0,2024-08-13T13:30:00,London,620,$608
Delta,5978,Los Angeles,2024-08-12T15:55:00,0,2024-08-13T10:15:00,London,620,$608
Virgin Atlantic,24,Los Angeles,2024-08-12T22:55:00,0,2024-08-13T17:15:00,London,620,$608
British Airways,1509,Los Angeles,2024-08-12T14:20:00,0,2024-08-13T09:00:00,London,640,$609
Delta,5925,Los Angeles,2024-08-12T19:10:00,0,2024-08-13T13:30:00,London,620,$608
Norse Atlantic Airways (UK),712,Los Angeles,2024-08-12T16:30:00,0,2024-08-13T10:55:00,London,625,$575
British Airways,1604,Los Angeles,2024-08-12T18:05:00,0,2024-08-13T12:50:00,London,645,$609
British Airways,1613,Los Angeles,2024-08-12T21:25:00,0,2024-08-13T16:05:00,London,640,$609
Delta,5976,Los Angeles,2024-08-12T22:55:00,0,2024-08-13T17:15:00,London,620,$608
British Airways,268,Los Angeles,2024-08-13T19:40:00,0,2024-08-14T14:00:00,London,620,$609
Virgin Atlantic,142,Los Angeles,2024-08-13T19:10:00,0,2024-08-14T13:30:00,London,620,$608
Virgin Atlantic,8,Los Angeles,2024-08-13T15:55:00,0,2024-08-14T10:15:00,London,620,$608
Virgin Atlantic,24,Los Angeles,2024-08-13T22:55:00,0,2024-08-14T17:15:00,London,620,$608
Delta,5978,Los Angeles,2024-08-13T15:55:00,0,2024-08-14T10:15:00,London,620,$608
